id,category,language,question,answer
1365,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகளில் உடை ஒழுங்கு ஏன் முக்கியம்?,மரியாதையையும் சமூக நெறிமுறைகளையும் பேணுவதற்காக.
1366,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,இலங்கையின் பண்பாடு எவ்வாறு தலைமுறை தோறும் பரிமாறப்படுகிறது?,"குடும்ப மரபுகள், கல்வி மற்றும் சமூக நிகழ்வுகள் மூலம்."
1367,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பாரம்பரிய கைவினை பொருட்கள் ஏன் பண்பாட்டில் முக்கியம்?,கலைத் திறனையும் வரலாற்றுப் பாரம்பரியத்தையும் வெளிப்படுத்துவதால்.
1368,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகளில் உணவு ஏன் முக்கிய பங்கு வகிக்கிறது?,"மரபு, பகிர்வு மற்றும் சமூக உறவை வெளிப்படுத்துவதால்."
1369,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,இலங்கையின் பல்துறை பண்பாடு எவ்வாறு உருவானது?,பல இனங்கள் மற்றும் வரலாற்றுத் தாக்கங்கள் காரணமாக.
1370,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகளில் சுற்றுலாப்பயணிகள் எவ்வாறு பங்கேற்கலாம்?,விதிமுறைகளை மதித்து நிகழ்வுகளை பார்வையிடுவதன் மூலம்.
1371,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பாரம்பரிய விளையாட்டுகள் பண்பாட்டில் ஏன் முக்கியம்?,சமூக உறவுகள் மற்றும் பொழுதுபோக்கை வளர்ப்பதற்காக.
1372,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு பாரம்பரியத்தை பாதுகாப்பது ஏன் அவசியம்?,எதிர்கால தலைமுறைகளுக்காக மரபுகளை காக்க.
1373,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பாரம்பரிய கதைகள் மற்றும் நாட்டுப்புறக் கதைகள் ஏன் முக்கியம்?,சமூக மதிப்புகள் மற்றும் வரலாற்றை பரிமாறுவதற்காக.
1374,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகளில் புகைப்படம் எடுக்கும் போது ஏன் கவனம் தேவை?,மரியாதை மற்றும் நிகழ்வு விதிகளை பின்பற்றுவதற்காக.
1375,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு சுற்றுலா ஏன் முக்கியமாக கருதப்படுகிறது?,உள்ளூர் பண்பாட்டை உலகிற்கு அறிமுகப்படுத்துவதால்.
1376,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,இலங்கையில் நடைபெறும் பண்பாட்டு ஊர்வலங்கள் ஏன் பிரபலமானவை?,"பாரம்பரிய நடனம், இசை மற்றும் சடங்குகளை ஒருங்கிணைத்து வெளிப்படுத்துவதால்."
1377,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகளில் இசையின் பங்கு என்ன?,நிகழ்வுகளின் உணர்ச்சியும் மரபு மதிப்புகளும் வெளிப்பட உதவுகிறது.
1378,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பாரம்பரிய நாடகங்கள் இலங்கை பண்பாட்டில் ஏன் முக்கியம்?,சமூக செய்திகளையும் வரலாற்றுக் கதைகளையும் எடுத்துரைப்பதற்காக.
1379,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகளில் குழந்தைகளின் பங்கேற்பு ஏன் முக்கியம்?,மரபுகள் தலைமுறை தோறும் தொடர்வதை உறுதி செய்ய.
1380,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,இலங்கையின் பண்பாட்டு விழாக்கள் எந்த காலங்களில் அதிகம் நடைபெறுகின்றன?,மத மற்றும் தேசிய நாட்களை ஒட்டி வருடத்தின் பல காலங்களில் நடைபெறுகின்றன.
1381,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பாரம்பரிய கலைஞர்கள் பண்பாட்டில் ஏன் மதிக்கப்படுகின்றனர்?,மரபுகளை பாதுகாத்து தலைமுறைகளுக்கு பரிமாறுவதால்.
1382,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகளில் சடங்குகள் ஏன் அவசியம்?,மத நம்பிக்கைகள் மற்றும் சமூக மரபுகளை வெளிப்படுத்துவதற்காக.
1383,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,இலங்கை பண்பாட்டில் சமூக ஒன்றுகூடல்கள் ஏன் முக்கியம்?,"ஒற்றுமை, பரிவு மற்றும் சமூக உறவுகளை வலுப்படுத்துவதற்காக."
1384,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பாரம்பரிய ஆடைகள் நிகழ்வுகளின்போது ஏன் அணியப்படுகின்றன?,நிகழ்வின் மரியாதையையும் பண்பாட்டு அடையாளத்தையும் காட்டுவதற்காக.
1385,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகளில் விருந்தோம்பல் ஏன் முக்கியமாக கருதப்படுகிறது?,விருந்தினர்களை மரியாதையுடன் வரவேற்கும் பண்பாடு இருப்பதால்.
1386,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு விழாக்களில் உணவு பகிர்வு ஏன் முக்கியம்?,சமூக ஒற்றுமையும் பரிவும் வெளிப்படுவதற்காக.
1387,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,இலங்கையின் பண்பாட்டு மரபுகள் பிராந்தியத்துக்கு ஏற்ப ஏன் மாறுபடுகின்றன?,"உள்ளூர் வரலாறு, வாழ்க்கை முறை மற்றும் சமூக அமைப்புகள் காரணமாக."
1388,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகளில் சுற்றுலாப்பயணிகள் எவ்வாறு மரியாதை காட்டலாம்?,உடை ஒழுங்கை பின்பற்றி நிகழ்வு விதிகளை மதிப்பதன் மூலம்.
1389,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பாரம்பரிய கலைகளை காப்பாற்ற அரசாங்கத்தின் பங்கு என்ன?,"நிதி உதவி, பயிற்சி திட்டங்கள் மற்றும் பண்பாட்டு பாதுகாப்பு நடவடிக்கைகள் மூலம்."
1390,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகள் சமூக அடையாளத்தை எவ்வாறு வலுப்படுத்துகின்றன?,மரபுகள் மற்றும் மதிப்புகளை ஒன்றிணைத்து வெளிப்படுத்துவதால்.
1391,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு விழாக்களில் சுற்றுச்சூழல் பாதுகாப்பு ஏன் கவனிக்கப்பட வேண்டும்?,இயற்கை வளங்களை சேதப்படுத்தாமல் நிகழ்வுகளை நடத்துவதற்காக.
1392,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,இலங்கையின் பண்பாட்டு மரபுகள் சுற்றுலாவை எவ்வாறு ஊக்குவிக்கின்றன?,தனித்துவமான அனுபவங்களை வழங்கி பயணிகளை ஈர்ப்பதன் மூலம்.
1393,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகளில் இசை மற்றும் நடனம் ஏன் ஒன்றாக இடம்பெறுகின்றன?,நிகழ்வின் முழுமையான வெளிப்பாட்டை வழங்குவதற்காக.
1394,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பாரம்பரிய விழாக்களில் ஒழுக்கம் ஏன் முக்கியம்?,மரியாதையும் சமூக ஒழுங்கும் பேணப்படுவதற்காக.
1395,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகளில் பெண்களின் பங்கு என்ன?,"சடங்குகள், கலை மற்றும் சமூக செயல்பாடுகளில் முக்கிய பங்கு வகிக்கின்றனர்."
1396,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகள் தலைமுறைகளுக்கிடையிலான தொடர்பை எவ்வாறு மேம்படுத்துகின்றன?,மூத்தவர்கள் அறிவையும் அனுபவத்தையும் இளையவர்களுக்கு பரிமாறுவதன் மூலம்.
1397,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பாரம்பரிய மதிப்புகள் இன்றைய சமூகத்தில் ஏன் இன்னும் முக்கியம்?,சமூக ஒற்றுமை மற்றும் பண்பாட்டு அடையாளத்தை பேணுவதற்காக.
1398,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு நிகழ்வுகளில் கலைஞர்களை ஆதரிப்பது ஏன் அவசியம்?,கலை மரபுகள் தொடர்ச்சியாக நிலைநாட்டப்படுவதற்காக.
1399,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,பண்பாட்டு விழாக்களில் விதிமுறைகளை பின்பற்றுவது ஏன் முக்கியம்?,பாதுகாப்பும் மரியாதையும் உறுதி செய்ய.
1400,"CATEGORY 8 — CULTURE, TRADITIONS & EVENTS",Tamil,இலங்கையின் பண்பாடு உலகளவில் ஏன் தனித்துவமாக கருதப்படுகிறது?,"பல இனங்கள், மதங்கள் மற்றும் மரபுகள் ஒருங்கிணைந்திருப்பதால்."
1401,CATEGORY 9 — WEATHER & SEASONS,Tamil,இலங்கையின் காலநிலை பொதுவாக எவ்வாறு உள்ளது?,வெப்பமண்டல காலநிலையுடன் ஆண்டு முழுவதும் வெப்பம் அதிகமாக உள்ளது.
1402,CATEGORY 9 — WEATHER & SEASONS,Tamil,இலங்கையில் பருவகாலங்கள் எவ்வாறு வகைப்படுத்தப்படுகின்றன?,மழைக்காலம் மற்றும் வறட்சி காலமாகப் பொதுவாக வகைப்படுத்தப்படுகின்றன.
1403,CATEGORY 9 — WEATHER & SEASONS,Tamil,மழைக்காலம் சுற்றுலாப்பயணத்தை எவ்வாறு பாதிக்கிறது?,"சில வெளிப்புற செயல்பாடுகள் பாதிக்கப்படலாம், ஆனால் இயற்கை அழகு அதிகரிக்கிறது."
1404,CATEGORY 9 — WEATHER & SEASONS,Tamil,இலங்கையில் சிறந்த பயண காலம் எது?,பயண இடத்தைப் பொறுத்து மழை குறைவான காலங்கள் சிறந்தவை.
1405,CATEGORY 9 — WEATHER & SEASONS,Tamil,வெப்பநிலை மாற்றங்களை ஏன் கவனிக்க வேண்டும்?,உடல்நலம் மற்றும் பயண வசதிக்காக.
1406,CATEGORY 9 — WEATHER & SEASONS,Tamil,மலைப்பகுதிகளில் காலநிலை ஏன் மாறுபடுகிறது?,உயரம் மற்றும் காற்று நிலைகள் காரணமாக.
1407,CATEGORY 9 — WEATHER & SEASONS,Tamil,கடற்கரை பகுதிகளில் காலநிலை எவ்வாறு இருக்கும்?,பொதுவாக வெப்பமும் ஈரப்பதமும் அதிகமாக இருக்கும்.
1408,CATEGORY 9 — WEATHER & SEASONS,Tamil,மழைக்காலத்தில் பயணம் செய்யும் போது எதை கவனிக்க வேண்டும்?,"சாலை நிலை, வானிலை முன்னறிவிப்பு மற்றும் பாதுகாப்பு அறிவுறுத்தல்கள்."
1409,CATEGORY 9 — WEATHER & SEASONS,Tamil,வானிலை முன்னறிவிப்புகளைப் பார்ப்பது ஏன் முக்கியம்?,பயண திட்டங்களை மாற்றவும் அபாயங்களைத் தவிர்க்கவும்.
1410,CATEGORY 9 — WEATHER & SEASONS,Tamil,கடும் வெப்பநிலையிலிருந்து எவ்வாறு பாதுகாப்பாக இருக்கலாம்?,போதிய நீர் அருந்துதல் மற்றும் நிழலில் ஓய்வு எடுப்பதன் மூலம்.
1411,CATEGORY 9 — WEATHER & SEASONS,Tamil,பருவமழைகள் விவசாயத்திற்கும் சுற்றுலாவிற்கும் எவ்வாறு பாதிப்பை ஏற்படுத்துகின்றன?,விவசாயத்திற்கு உதவினாலும் சில சுற்றுலா செயல்பாடுகளை பாதிக்கலாம்.
1412,CATEGORY 9 — WEATHER & SEASONS,Tamil,குளிர்ந்த காலநிலை உள்ள பகுதிகள் இலங்கையில் உள்ளனவா?,"ஆம், மலைப்பகுதிகளில் குளிர்ந்த காலநிலை காணப்படுகிறது."
1413,CATEGORY 9 — WEATHER & SEASONS,Tamil,பருவகால மாற்றங்கள் இயற்கை அழகை எவ்வாறு மாற்றுகின்றன?,"பசுமை, நீர்வீழ்ச்சிகள் மற்றும் விலங்கு நடத்தை மாற்றம் அடைகின்றன."
1414,CATEGORY 9 — WEATHER & SEASONS,Tamil,மழைக்காலத்தில் உடை தேர்வு ஏன் முக்கியம்?,ஈரத்தன்மை மற்றும் சளி போன்ற உடல்நலப் பிரச்சினைகளைத் தவிர்க்க.
1415,CATEGORY 9 — WEATHER & SEASONS,Tamil,வெப்பமான காலங்களில் பயண நேரத்தை மாற்ற வேண்டுமா?,"ஆம், வெப்பம் குறைந்த நேரங்களில் பயணம் செய்வது வசதியானது."
1416,CATEGORY 9 — WEATHER & SEASONS,Tamil,பருவகாலங்கள் விழாக்கள் மற்றும் நிகழ்வுகளை எவ்வாறு பாதிக்கின்றன?,சில விழாக்கள் குறிப்பிட்ட காலநிலைகளுடன் தொடர்புடையவை.
1417,CATEGORY 9 — WEATHER & SEASONS,Tamil,மழைக்காலத்தில் சாலைப் பாதுகாப்பு ஏன் கவனிக்கப்பட வேண்டும்?,வழுக்கையான சாலைகள் மற்றும் குறைந்த பார்வை காரணமாக.
1418,CATEGORY 9 — WEATHER & SEASONS,Tamil,ஈரப்பதம் உடல்நலத்திற்கு எவ்வாறு பாதிப்பை ஏற்படுத்தும்?,சோர்வு மற்றும் உடல் அசௌகரியத்தை ஏற்படுத்தலாம்.
1419,CATEGORY 9 — WEATHER & SEASONS,Tamil,வானிலை காரணமாக பயண திட்டங்கள் மாற்றப்படுமா?,"ஆம், பாதுகாப்பு காரணங்களுக்காக மாற்றப்படலாம்."
1420,CATEGORY 9 — WEATHER & SEASONS,Tamil,பருவகால மாறுபாடுகளை அறிந்திருப்பது ஏன் பயனுள்ளது?,பயணத்தை சிறப்பாக திட்டமிட உதவுவதற்காக.
1421,CATEGORY 9 — WEATHER & SEASONS,Tamil,கடும் மழை இயற்கை இடங்களை எவ்வாறு பாதிக்கிறது?,நிலச்சரிவு மற்றும் வெள்ள அபாயங்களை அதிகரிக்கலாம்.
1422,CATEGORY 9 — WEATHER & SEASONS,Tamil,காற்றின் வேகம் பயணத்தை எவ்வாறு பாதிக்கலாம்?,கடல் மற்றும் மலைப் பகுதிகளில் அபாயங்களை ஏற்படுத்தலாம்.
1423,CATEGORY 9 — WEATHER & SEASONS,Tamil,வானிலை எச்சரிக்கைகளை பின்பற்றுவது ஏன் முக்கியம்?,அபாயங்களை முன்கூட்டியே தவிர்க்க.
1424,CATEGORY 9 — WEATHER & SEASONS,Tamil,பருவகாலங்கள் விலங்குகளின் நடத்தை மீது எவ்வாறு தாக்கம் செலுத்துகின்றன?,உணவு தேடல் மற்றும் இடமாற்றம் போன்ற நடத்தை மாற்றங்களை ஏற்படுத்துகின்றன.
1425,CATEGORY 9 — WEATHER & SEASONS,Tamil,வானிலை மாற்றங்களுக்கு ஏற்ப பயணிகள் எவ்வாறு தயாராக இருக்கலாம்?,தேவையான உடைகள் மற்றும் உபகரணங்களை எடுத்துச் செல்லுதல் மூலம்.
1426,CATEGORY 9 — WEATHER & SEASONS,Tamil,பருவகால மாற்றங்கள் பயணிகளின் அனுபவத்தை எவ்வாறு பாதிக்கின்றன?,காலநிலையைப் பொறுத்து செயல்பாடுகள் மற்றும் வசதிகள் மாறுபடுவதால்.
1427,CATEGORY 9 — WEATHER & SEASONS,Tamil,வெயிலான நாட்களில் பயணிகள் எதை கவனிக்க வேண்டும்?,வெயிலிலிருந்து பாதுகாப்பு மற்றும் போதிய நீர் அருந்துதல்.
1428,CATEGORY 9 — WEATHER & SEASONS,Tamil,குளிர்ந்த காலநிலையில் உடை தேர்வு ஏன் முக்கியம்?,உடல் வெப்பத்தை சமநிலைப்படுத்தவும் உடல்நலப் பிரச்சினைகளைத் தவிர்க்கவும்.
1429,CATEGORY 9 — WEATHER & SEASONS,Tamil,மழைக்காலத்தில் வெளிப்புற நடவடிக்கைகள் ஏன் குறையலாம்?,கனமழை மற்றும் பாதுகாப்பு அபாயங்கள் காரணமாக.
1430,CATEGORY 9 — WEATHER & SEASONS,Tamil,காலநிலை மாற்றம் சுற்றுலாவை எவ்வாறு பாதிக்கலாம்?,பயண காலங்கள் மற்றும் சுற்றுலா இடங்களின் பயன்பாடு மாறக்கூடும்.
1431,CATEGORY 9 — WEATHER & SEASONS,Tamil,மலைப்பகுதிகளில் திடீர் காலநிலை மாற்றங்கள் ஏன் ஏற்படுகின்றன?,உயரம் மற்றும் காற்றழுத்த மாற்றங்கள் காரணமாக.
1432,CATEGORY 9 — WEATHER & SEASONS,Tamil,பருவமழை காலங்களில் வெள்ள அபாயம் ஏன் அதிகரிக்கிறது?,அதிக மழை மற்றும் நீர்வடிப்பு குறைவு காரணமாக.
1433,CATEGORY 9 — WEATHER & SEASONS,Tamil,வானிலை முன்னறிவிப்புகளை தினசரி சரிபார்ப்பது ஏன் பயனுள்ளது?,பயணத் திட்டங்களை நேரத்திற்கு ஏற்ப மாற்ற உதவுவதால்.
1434,CATEGORY 9 — WEATHER & SEASONS,Tamil,கடற்கரை பகுதிகளில் காலநிலை ஏன் வேகமாக மாறக்கூடும்?,கடல் காற்று மற்றும் ஈரப்பதம் காரணமாக.
1435,CATEGORY 9 — WEATHER & SEASONS,Tamil,மழைக்காலத்தில் நடைபயணம் ஏன் கவனத்துடன் செய்ய வேண்டும்?,வழுக்கையான பாதைகள் மற்றும் நிலச்சரிவு அபாயங்கள் காரணமாக.
1436,CATEGORY 9 — WEATHER & SEASONS,Tamil,வெப்பமான காலங்களில் உடல்நலக் கவனம் ஏன் அவசியம்?,வெப்ப அழுத்தம் மற்றும் சோர்வைத் தவிர்க்க.
1437,CATEGORY 9 — WEATHER & SEASONS,Tamil,பருவகாலங்கள் இயற்கை புகைப்படக்கலையை எவ்வாறு பாதிக்கின்றன?,"ஒளி, பசுமை மற்றும் வானிலை நிலைகள் மாறுவதால்."
1438,CATEGORY 9 — WEATHER & SEASONS,Tamil,மழைக்காலத்தில் போக்குவரத்து ஏன் தாமதமாகலாம்?,சாலை சேதம் மற்றும் பார்வை குறைவு காரணமாக.
1439,CATEGORY 9 — WEATHER & SEASONS,Tamil,காற்றழுத்த மாற்றங்கள் உடல்நலத்தில் என்ன தாக்கம் செலுத்தலாம்?,தலைவலி மற்றும் சோர்வு போன்ற பிரச்சினைகளை ஏற்படுத்தலாம்.
1440,CATEGORY 9 — WEATHER & SEASONS,Tamil,பருவகால வானிலை மாற்றங்களை குழந்தைகள் ஏன் கவனிக்க வேண்டும்?,அவர்களின் பாதுகாப்பையும் உடல்நலத்தையும் உறுதி செய்ய.
1441,CATEGORY 9 — WEATHER & SEASONS,Tamil,மழைக்காலத்தில் இயற்கை அழகு ஏன் அதிகரிக்கிறது?,பசுமை மற்றும் நீர்வளங்கள் அதிகரிப்பதால்.
1442,CATEGORY 9 — WEATHER & SEASONS,Tamil,கடும் காற்று பயண திட்டங்களை எவ்வாறு பாதிக்கலாம்?,கடல் மற்றும் வெளிப்புற செயல்பாடுகளை கட்டுப்படுத்தக்கூடும்.
1443,CATEGORY 9 — WEATHER & SEASONS,Tamil,பருவகாலங்கள் வனவிலங்குகளின் நடத்தை மீது ஏன் தாக்கம் செலுத்துகின்றன?,உணவு கிடைப்பும் வாழ்விட மாற்றங்களும் காரணமாக.
1444,CATEGORY 9 — WEATHER & SEASONS,Tamil,வானிலை எச்சரிக்கைகளை புறக்கணிப்பது ஏன் ஆபத்தானது?,உயிர் மற்றும் சொத்து அபாயங்களை ஏற்படுத்தக்கூடும்.
1445,CATEGORY 9 — WEATHER & SEASONS,Tamil,பருவகால வானிலை மாற்றங்கள் உள்ளூர் வாழ்க்கையை எவ்வாறு பாதிக்கின்றன?,"விவசாயம், போக்குவரத்து மற்றும் தினசரி செயல்பாடுகள் மாறுகின்றன."
1446,CATEGORY 9 — WEATHER & SEASONS,Tamil,மழைக்காலத்தில் பயண காப்பீடு ஏன் பயனுள்ளதாக இருக்கும்?,தாமதம் அல்லது ரத்து போன்ற அபாயங்களை சமாளிக்க.
1447,CATEGORY 9 — WEATHER & SEASONS,Tamil,வானிலை மாற்றங்களுக்கு உடல் எவ்வாறு பழகுகிறது?,காலப்போக்கில் உடல் தன்னைச் சீரமைத்துக் கொள்கிறது.
1448,CATEGORY 9 — WEATHER & SEASONS,Tamil,கடும் வெப்பநிலை நீண்ட காலம் தொடர்ந்தால் என்ன பாதிப்பு ஏற்படும்?,உடல் சோர்வு மற்றும் நீரிழப்பு ஏற்படலாம்.
1449,CATEGORY 9 — WEATHER & SEASONS,Tamil,பருவகாலங்கள் சுற்றுலா வருகையை எவ்வாறு மாற்றுகின்றன?,பயணிகள் எண்ணிக்கை மற்றும் பயண காலங்கள் மாறக்கூடும்.
1450,CATEGORY 9 — WEATHER & SEASONS,Tamil,வானிலை அறிவை பயணிகள் ஏன் மேம்படுத்த வேண்டும்?,பாதுகாப்பான மற்றும் வசதியான பயணத்தை உறுதி செய்ய.
1451,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் பொது பாதுகாப்பை ஏன் கவனிக்க வேண்டும்?,விபத்துகள் மற்றும் எதிர்பாராத அபாயங்களைத் தவிர்க்க.
1452,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,பயணத்தின் போது உள்ளூர் சட்டங்களை மதிப்பது ஏன் அவசியம்?,சட்ட சிக்கல்களைத் தவிர்க்கவும் சமூக ஒழுங்கை பேணவும்.
1453,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் தனிப்பட்ட பொருட்களை எவ்வாறு பாதுகாக்கலாம்?,எப்போதும் கண்காணித்து பாதுகாப்பான இடங்களில் வைத்திருப்பதன் மூலம்.
1454,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,கூட்டமான இடங்களில் எதை கவனிக்க வேண்டும்?,திருட்டு மற்றும் பொருள் இழப்பு அபாயங்களை.
1455,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,இரவு நேரங்களில் பயணிக்கும் போது என்ன முன்னெச்சரிக்கை தேவை?,பாதுகாப்பான இடங்களைத் தேர்வு செய்து தனியாகச் செல்லாமல் இருப்பது.
1456,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் தங்களின் ஆவணங்களை எவ்வாறு பாதுகாக்க வேண்டும்?,நகல்கள் வைத்திருத்தல் மற்றும் பாதுகாப்பான பைகளில் சேமித்தல்.
1457,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,உள்ளூர் மக்களுடன் தொடர்பு கொள்ளும்போது ஏன் மரியாதை அவசியம்?,நல்ல உறவையும் பாதுகாப்பான அனுபவத்தையும் உருவாக்க.
1458,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலா இடங்களில் வழிகாட்டுதல்களை பின்பற்றுவது ஏன் முக்கியம்?,அபாயங்களைத் தவிர்க்கவும் பாதுகாப்பை உறுதி செய்யவும்.
1459,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,பொது போக்குவரத்தை பயன்படுத்தும் போது எதை கவனிக்க வேண்டும்?,"பாதுகாப்பு, நேரம் மற்றும் நம்பகத்தன்மையை."
1460,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் அவசர தொடர்பு எண்களை ஏன் வைத்திருக்க வேண்டும்?,அவசர நிலைகளில் உடனடி உதவி பெற.
1461,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் பயண காப்பீடு எடுப்பது ஏன் முக்கியம்?,மருத்துவ மற்றும் பயண தொடர்பான அபாயங்களை சமாளிக்க.
1462,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,அறியாத இடங்களில் உணவு உண்ணும் போது எதை கவனிக்க வேண்டும்?,சுகாதாரம் மற்றும் உணவின் தரத்தை.
1463,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் உடல்நல ஆலோசனைகளை ஏன் பின்பற்ற வேண்டும்?,நோய்களைத் தவிர்க்கவும் உடல்நலத்தை பேணவும்.
1464,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,உள்ளூர் பழக்கவழக்கங்களை அறிந்து கொள்வது ஏன் பயனுள்ளது?,தவறான புரிதல்களைத் தவிர்க்கவும் மரியாதையுடன் நடக்கவும்.
1465,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் பெரிய தொகை பணம் எடுத்துச் செல்ல வேண்டுமா?,"இல்லை, தேவைக்கேற்ப மட்டுமே எடுத்துச் செல்லுவது பாதுகாப்பானது."
1466,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலா இடங்களில் புகைப்படம் எடுக்கும் போது எதை கவனிக்க வேண்டும்?,அனுமதி மற்றும் பண்பாட்டு மரியாதையை.
1467,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் நம்பகமான தகவல் மூலங்களை ஏன் பயன்படுத்த வேண்டும்?,தவறான தகவல்களைத் தவிர்க்க.
1468,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,பயணத்தின் போது உடல் சோர்வை எவ்வாறு தவிர்க்கலாம்?,போதிய ஓய்வு மற்றும் நீர் அருந்துதல் மூலம்.
1469,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் தங்களின் இருப்பிடத்தை எவ்வாறு பாதுகாப்பாக பகிரலாம்?,நம்பகமான நபர்களிடம் மட்டுமே பகிர்வதன் மூலம்.
1470,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,இயற்கை இடங்களில் பயணம் செய்யும்போது ஏன் கவனம் தேவை?,இயற்கை அபாயங்கள் மற்றும் விலங்கு நடத்தை காரணமாக.
1471,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் தங்களின் பயண திட்டங்களை ஏன் நெகிழ்வாக வைத்திருக்க வேண்டும்?,எதிர்பாராத மாற்றங்களை சமாளிக்க.
1472,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலா இடங்களில் குப்பை எறிவதை ஏன் தவிர்க்க வேண்டும்?,சுற்றுச்சூழலை பாதுகாக்கவும் சமூக பொறுப்பை பேணவும்.
